WorkCode,Uraian,Region,Kolom,"NILAI BENAR (web)","NILAI WORKBOOK",Selisih,"Baris di HSP","Baris blok di AHS"
XII.73,"Pemasangan Instalasi TV per titik",2,HARGA+OH,1006600,1025900,-19300,595,10681
VII.16,"Pemasangan Kaca Tempered tebal 8 mm per m2",1,HARGA+OH,609100,602700,+6400,239,4091
XII.83,"Pemasangan Kabel Power Exhaust Fan NYY 3 x 2,5mm2 per titik",4,MAT,3952740,772920,+3179820,605,10869
VII.16,"Pemasangan Kaca Tempered tebal 8 mm per m2",2,MAT,487362,481800,+5562,239,4091
XIII.9,"Pemasangan Urinoir per buah",4,MATERIAL+OH,4235600,4232000,+3600,618,11052
VII.16,"Pemasangan Kaca Tempered tebal 8 mm per m2",2,MATERIAL+OH,560400,554000,+6400,239,4091
XIII.13,"Pemasangan Kran diameter ½"" atau ¾"" ex Onda per buah",1,HARGA+OH,214800,214600,+200,622,11124
VII.16,"Pemasangan Kaca Tempered tebal 8 mm per m2",2,HARGA+OH,613200,606800,+6400,239,4091
XIII.14,"Pemasangan Jet Washer / Jet Shower per buah",3,MAT,335162,335000,+162,623,11142
VII.16,"Pemasangan Kaca Tempered tebal 8 mm per m2",3,MAT,487362,481800,+5562,239,4091
XIII.20,"Pemasangan Shower + Tiang + Kran + Hand Shower ex Toto per buah",4,MATERIAL+OH,5950200,5950100,+100,629,11245
VII.16,"Pemasangan Kaca Tempered tebal 8 mm per m2",3,MATERIAL+OH,560400,554000,+6400,239,4091
XIII.22,"Pemasangan Hand Shower ex Toto Set per buah",1,HARGA+OH,468900,468800,+100,631,11281
VII.16,"Pemasangan Kaca Tempered tebal 8 mm per m2",3,HARGA+OH,615600,609200,+6400,239,4091
XIII.70,"Pemasangan Pipa Air Limbah Jenis Pipa Tanah, DN. 6"" (150 mm) per m",3,MAT,309970,300000,+9970,679,12144
VII.16,"Pemasangan Kaca Tempered tebal 8 mm per m2",4,MAT,487362,481800,+5562,239,4091
XIII.71,"Pemasangan Pipa Air Limbah Jenis Pipa Tanah, DN. 8"" (200 mm) per m",4,MATERIAL+OH,487900,377200,+110700,680,12164
VII.16,"Pemasangan Kaca Tempered tebal 8 mm per m2",4,MATERIAL+OH,560400,554000,+6400,239,4091
XV.13,"Perkerasan Beton SC 3,8 Mpa (setara f'c 30 Mpa) Menggunakan Ready Mixed per m3",2,MAT,2111025,2111024,+1,750,13400
VII.16,"Pemasangan Kaca Tempered tebal 8 mm per m2",4,HARGA+OH,604500,598100,+6400,239,4091
XV.36,"Box Culvert 50x50x100 dengan lantai kerja f'c 10 Mpa per m'",3,JASA+OH,477700,87700,+390000,773,13811
VII.17,"Pemasangan Kaca Tempered tebal 10 mm per m2",1,MAT,602312,596750,+5562,240,4111
XV.38,"Box Culvert 80x80x100 dengan lantai kerja f'c 10 Mpa per m'",2,HARGA+OH,3787800,3246900,+540900,775,13847
VII.17,"Pemasangan Kaca Tempered tebal 10 mm per m2",1,MATERIAL+OH,692600,686200,+6400,240,4111
XV.40,"Box Culvert 150x150x100 dengan lantai kerja f'c 10 Mpa per m'",2,JASA,989821,236256,+753565,777,13883
VII.17,"Pemasangan Kaca Tempered tebal 10 mm per m2",1,HARGA+OH,741200,734900,+6300,240,4111
XV.41,"Box Culvert 200x200x100 dengan lantai kerja f'c 10 Mpa per m'",4,JASA+OH,1470500,444600,+1025900,778,13901
VII.17,"Pemasangan Kaca Tempered tebal 10 mm per m2",2,MAT,602312,596750,+5562,240,4111
XVI.15,"Pasang AC Baru 1/2 - 2 PK per Unit",1,HARGA+OH,2705600,1896600,+809000,796,14146
VII.17,"Pemasangan Kaca Tempered tebal 10 mm per m2",2,MATERIAL+OH,692600,686200,+6400,240,4111
XVI.27,"Pagar Kawat Harmonika Rangka Besi Siku per m2",2,JASA,130990,0,+130990,808,14373
VII.17,"Pemasangan Kaca Tempered tebal 10 mm per m2",2,HARGA+OH,745400,739000,+6400,240,4111
XII.62,"Pemasangan Instalasi Ceiling Speaker per titik",2,MAT,160408,166408,-6000,584,10466
VII.17,"Pemasangan Kaca Tempered tebal 10 mm per m2",3,MAT,602312,596750,+5562,240,4111
XII.62,"Pemasangan Instalasi Ceiling Speaker per titik",4,MATERIAL+OH,184400,191300,-6900,584,10466
VII.17,"Pemasangan Kaca Tempered tebal 10 mm per m2",3,MATERIAL+OH,692600,686200,+6400,240,4111
XII.67,"Pemasangan Instalasi Outlet Data per titik",2,HARGA+OH,557000,594300,-37300,589,10564
VII.17,"Pemasangan Kaca Tempered tebal 10 mm per m2",3,HARGA+OH,747800,741400,+6400,240,4111
XII.73,"Pemasangan Instalasi TV per titik",1,MATERIAL+OH,904700,924000,-19300,595,10681
VII.17,"Pemasangan Kaca Tempered tebal 10 mm per m2",4,MAT,602312,596750,+5562,240,4111
XII.73,"Pemasangan Instalasi TV per titik",4,MAT,786700,803500,-16800,595,10681
VII.17,"Pemasangan Kaca Tempered tebal 10 mm per m2",4,MATERIAL+OH,692600,686200,+6400,240,4111
XII.83,"Pemasangan Kabel Power Exhaust Fan NYY 3 x 2,5mm2 per titik",2,HARGA+OH,4557500,900700,+3656800,605,10869
VII.17,"Pemasangan Kaca Tempered tebal 10 mm per m2",4,HARGA+OH,736700,730300,+6400,240,4111
XIII.6,"Pemasangan Closet Jongkok Toto per buah",1,MATERIAL+OH,769300,776000,-6700,615,10998
VII.18,"Pemasangan Kaca Tempered tebal 12 mm per m2",1,MAT,665562,660000,+5562,241,4131
XIII.9,"Pemasangan Urinoir per buah",3,MAT,3683200,3680000,+3200,618,11052
VII.18,"Pemasangan Kaca Tempered tebal 12 mm per m2",1,MATERIAL+OH,765300,759000,+6300,241,4131
XIII.12,"Pemasangan Kran diameter ½"" atau ¾"" ex TOTO per buah",1,HARGA+OH,410300,410100,+200,621,11106
VII.18,"Pemasangan Kaca Tempered tebal 12 mm per m2",1,HARGA+OH,814000,807600,+6400,241,4131
XIII.12,"Pemasangan Kran diameter ½"" atau ¾"" ex TOTO per buah",4,MATERIAL+OH,330200,330000,+200,621,11106
VII.18,"Pemasangan Kaca Tempered tebal 12 mm per m2",2,MAT,665562,660000,+5562,241,4131
XIII.13,"Pemasangan Kran diameter ½"" atau ¾"" ex Onda per buah",3,MAT,117162,117000,+162,622,11124
VII.18,"Pemasangan Kaca Tempered tebal 12 mm per m2",2,MATERIAL+OH,765300,759000,+6300,241,4131
XIII.14,"Pemasangan Jet Washer / Jet Shower per buah",1,HARGA+OH,465500,465300,+200,623,11142
VII.18,"Pemasangan Kaca Tempered tebal 12 mm per m2",2,HARGA+OH,818100,811700,+6400,241,4131
XIII.14,"Pemasangan Jet Washer / Jet Shower per buah",4,MATERIAL+OH,385400,385200,+200,623,11142
VII.18,"Pemasangan Kaca Tempered tebal 12 mm per m2",3,MAT,665562,660000,+5562,241,4131
XIII.20,"Pemasangan Shower + Tiang + Kran + Hand Shower ex Toto per buah",3,MAT,5174162,5174000,+162,629,11245
VII.18,"Pemasangan Kaca Tempered tebal 12 mm per m2",3,MATERIAL+OH,765300,759000,+6300,241,4131
XIII.21,"Pemasangan Hand Shower + Kran Set per buah",1,HARGA+OH,2572300,2572100,+200,630,11263
VII.18,"Pemasangan Kaca Tempered tebal 12 mm per m2",3,HARGA+OH,820600,814200,+6400,241,4131
XIII.21,"Pemasangan Hand Shower + Kran Set per buah",4,MATERIAL+OH,2492200,2492000,+200,630,11263
VII.18,"Pemasangan Kaca Tempered tebal 12 mm per m2",4,MAT,665562,660000,+5562,241,4131
XIII.22,"Pemasangan Hand Shower ex Toto Set per buah",3,MAT,338162,338000,+162,631,11281
VII.18,"Pemasangan Kaca Tempered tebal 12 mm per m2",4,MATERIAL+OH,765300,759000,+6300,241,4131
XIII.70,"Pemasangan Pipa Air Limbah Jenis Pipa Tanah, DN. 6"" (150 mm) per m",1,HARGA+OH,371400,359900,+11500,679,12144
VII.18,"Pemasangan Kaca Tempered tebal 12 mm per m2",4,HARGA+OH,809400,803000,+6400,241,4131
XIII.70,"Pemasangan Pipa Air Limbah Jenis Pipa Tanah, DN. 6"" (150 mm) per m",4,MATERIAL+OH,356400,345000,+11400,679,12144
X.35,"Pemasangan Aquaproof per m2",1,MAT,176049,117364,+58685,346,6022
XIII.71,"Pemasangan Pipa Air Limbah Jenis Pipa Tanah, DN. 8"" (200 mm) per m",3,MAT,424320,328000,+96320,680,12164
X.35,"Pemasangan Aquaproof per m2",1,JASA,59390,29695,+29695,346,6022
XV.12,"Perkerasan Beton SC 3,8 Mpa (setara f'c 30 Mpa) secara Semi Mekanis per m3",2,JASA,397027,551630,-154603,749,13369
X.35,"Pemasangan Aquaproof per m2",1,MATERIAL+OH,202400,134900,+67500,346,6022
XV.12,"Perkerasan Beton SC 3,8 Mpa (setara f'c 30 Mpa) secara Semi Mekanis per m3",4,JASA,353695,502537,-148842,749,13369
X.35,"Pemasangan Aquaproof per m2",1,JASA+OH,68200,34100,+34100,346,6022
XV.35,"Box Culvert 40x40x100 dengan lantai kerja f'c 10 Mpa per m'",2,JASA+OH,208100,77800,+130300,772,13793
X.35,"Pemasangan Aquaproof per m2",1,HARGA+OH,270700,169100,+101600,346,6022
XV.36,"Box Culvert 50x50x100 dengan lantai kerja f'c 10 Mpa per m'",2,JASA,410162,71007,+339155,773,13811
X.35,"Pemasangan Aquaproof per m2",2,MAT,176049,117364,+58685,346,6022
XV.36,"Box Culvert 50x50x100 dengan lantai kerja f'c 10 Mpa per m'",4,HARGA+OH,1835800,1445800,+390000,773,13811
X.35,"Pemasangan Aquaproof per m2",2,JASA,63296,31648,+31648,346,6022
XV.37,"Box Culvert 60x60x100 dengan lantai kerja f'c 10 Mpa per m'",4,JASA+OH,494500,73600,+420900,774,13829
X.35,"Pemasangan Aquaproof per m2",2,MATERIAL+OH,202400,134900,+67500,346,6022
XV.38,"Box Culvert 80x80x100 dengan lantai kerja f'c 10 Mpa per m'",4,JASA,593222,122842,+470380,775,13847
X.35,"Pemasangan Aquaproof per m2",2,JASA+OH,72700,36300,+36400,346,6022
XV.39,"Box Culvert 100x100x100 dengan lantai kerja f'c 10 Mpa per m'",3,HARGA+OH,4684100,3917000,+767100,776,13865
X.35,"Pemasangan Aquaproof per m2",2,HARGA+OH,275200,171300,+103900,346,6022
XV.40,"Box Culvert 150x150x100 dengan lantai kerja f'c 10 Mpa per m'",3,JASA+OH,1151900,285300,+866600,777,13883
X.35,"Pemasangan Aquaproof per m2",3,MAT,176049,117364,+58685,346,6022
XV.41,"Box Culvert 200x200x100 dengan lantai kerja f'c 10 Mpa per m'",3,JASA,1371617,479577,+892040,778,13901
X.35,"Pemasangan Aquaproof per m2",3,JASA,67761,33880,+33881,346,6022
XVI.14,"Pasang AC Existing 1/2 - 2 PK per Unit",1,HARGA+OH,3480900,2671900,+809000,795,14124
X.35,"Pemasangan Aquaproof per m2",3,MATERIAL+OH,202400,134900,+67500,346,6022
XVI.14,"Pasang AC Existing 1/2 - 2 PK per Unit",4,MATERIAL+OH,2997200,2188100,+809100,795,14124
X.35,"Pemasangan Aquaproof per m2",3,JASA+OH,77900,38900,+39000,346,6022
XVI.15,"Pasang AC Baru 1/2 - 2 PK per Unit",3,MAT,1987100,1283600,+703500,796,14146
X.35,"Pemasangan Aquaproof per m2",3,HARGA+OH,280300,173900,+106400,346,6022
XVI.27,"Pagar Kawat Harmonika Rangka Besi Siku per m2",1,MATERIAL+OH,190400,0,+190400,808,14373
X.35,"Pemasangan Aquaproof per m2",4,MAT,176049,117364,+58685,346,6022
XVI.27,"Pagar Kawat Harmonika Rangka Besi Siku per m2",3,MAT,165593,0,+165593,808,14373
X.35,"Pemasangan Aquaproof per m2",4,JASA,54072,27036,+27036,346,6022
XVI.27,"Pagar Kawat Harmonika Rangka Besi Siku per m2",4,JASA+OH,128500,0,+128500,808,14373
X.35,"Pemasangan Aquaproof per m2",4,MATERIAL+OH,202400,134900,+67500,346,6022
XII.62,"Pemasangan Instalasi Ceiling Speaker per titik",2,HARGA+OH,279300,286200,-6900,584,10466
X.35,"Pemasangan Aquaproof per m2",4,JASA+OH,62100,31000,+31100,346,6022
XII.62,"Pemasangan Instalasi Ceiling Speaker per titik",3,HARGA+OH,287700,294600,-6900,584,10466
X.35,"Pemasangan Aquaproof per m2",4,HARGA+OH,264600,166000,+98600,346,6022
XII.65,"Pemasangan Router Broadband per unit",3,JASA,89775,89774,+1,587,10528
XI.5,"Pemasangan Kabel NYY 3 x 2,5 mm² per m'",1,MAT,201135,39330,+161805,355,6168
XII.67,"Pemasangan Instalasi Outlet Data per titik",2,MAT,390520,422920,-32400,589,10564
XI.5,"Pemasangan Kabel NYY 3 x 2,5 mm² per m'",1,MATERIAL+OH,231300,45200,+186100,355,6168
XII.67,"Pemasangan Instalasi Outlet Data per titik",3,MATERIAL+OH,449000,486300,-37300,589,10564
XI.5,"Pemasangan Kabel NYY 3 x 2,5 mm² per m'",1,HARGA+OH,242800,56700,+186100,355,6168
XII.67,"Pemasangan Instalasi Outlet Data per titik",4,HARGA+OH,539600,576900,-37300,589,10564
XI.5,"Pemasangan Kabel NYY 3 x 2,5 mm² per m'",2,MAT,201135,39330,+161805,355,6168
XII.73,"Pemasangan Instalasi TV per titik",2,MAT,786700,803500,-16800,595,10681
XI.5,"Pemasangan Kabel NYY 3 x 2,5 mm² per m'",2,MATERIAL+OH,231300,45200,+186100,355,6168
XII.73,"Pemasangan Instalasi TV per titik",3,MATERIAL+OH,904700,924000,-19300,595,10681
XI.5,"Pemasangan Kabel NYY 3 x 2,5 mm² per m'",2,HARGA+OH,243100,57100,+186000,355,6168
XII.73,"Pemasangan Instalasi TV per titik",4,HARGA+OH,990200,1009500,-19300,595,10681
XI.5,"Pemasangan Kabel NYY 3 x 2,5 mm² per m'",3,MAT,201135,39330,+161805,355,6168
XII.83,"Pemasangan Kabel Power Exhaust Fan NYY 3 x 2,5mm2 per titik",2,MAT,3952740,772920,+3179820,605,10869
XI.5,"Pemasangan Kabel NYY 3 x 2,5 mm² per m'",3,MATERIAL+OH,231300,45200,+186100,355,6168
XII.83,"Pemasangan Kabel Power Exhaust Fan NYY 3 x 2,5mm2 per titik",3,MATERIAL+OH,4545600,888800,+3656800,605,10869
XI.5,"Pemasangan Kabel NYY 3 x 2,5 mm² per m'",3,HARGA+OH,244200,58100,+186100,355,6168
XII.83,"Pemasangan Kabel Power Exhaust Fan NYY 3 x 2,5mm2 per titik",4,HARGA+OH,4555600,898800,+3656800,605,10869
XI.5,"Pemasangan Kabel NYY 3 x 2,5 mm² per m'",4,MAT,201135,39330,+161805,355,6168
XIII.9,"Pemasangan Urinoir per buah",1,MAT,3683200,3680000,+3200,618,11052
XI.5,"Pemasangan Kabel NYY 3 x 2,5 mm² per m'",4,MATERIAL+OH,231300,45200,+186100,355,6168
XIII.9,"Pemasangan Urinoir per buah",2,MATERIAL+OH,4235600,4232000,+3600,618,11052
XI.5,"Pemasangan Kabel NYY 3 x 2,5 mm² per m'",4,HARGA+OH,241200,55100,+186100,355,6168
XIII.9,"Pemasangan Urinoir per buah",3,HARGA+OH,4625300,4621600,+3700,618,11052
XI.7,"Pemasangan Kabel NYY 4 x 2,5 mm² per m'",1,MAT,262200,32913,+229287,357,6204
XIII.12,"Pemasangan Kran diameter ½"" atau ¾"" ex TOTO per buah",1,MAT,287162,287000,+162,621,11106
XI.7,"Pemasangan Kabel NYY 4 x 2,5 mm² per m'",1,MATERIAL+OH,301500,37800,+263700,357,6204
XIII.12,"Pemasangan Kran diameter ½"" atau ¾"" ex TOTO per buah",2,MATERIAL+OH,330200,330000,+200,621,11106
XI.7,"Pemasangan Kabel NYY 4 x 2,5 mm² per m'",1,HARGA+OH,313000,49300,+263700,357,6204
XIII.12,"Pemasangan Kran diameter ½"" atau ¾"" ex TOTO per buah",3,HARGA+OH,422700,422500,+200,621,11106
XI.7,"Pemasangan Kabel NYY 4 x 2,5 mm² per m'",2,MAT,262200,32913,+229287,357,6204
XIII.13,"Pemasangan Kran diameter ½"" atau ¾"" ex Onda per buah",1,MAT,117162,117000,+162,622,11124
XI.7,"Pemasangan Kabel NYY 4 x 2,5 mm² per m'",2,MATERIAL+OH,301500,37800,+263700,357,6204
XIII.13,"Pemasangan Kran diameter ½"" atau ¾"" ex Onda per buah",2,MATERIAL+OH,134700,134500,+200,622,11124
XI.7,"Pemasangan Kabel NYY 4 x 2,5 mm² per m'",2,HARGA+OH,313400,49700,+263700,357,6204
XIII.13,"Pemasangan Kran diameter ½"" atau ¾"" ex Onda per buah",3,HARGA+OH,227200,227000,+200,622,11124
XI.7,"Pemasangan Kabel NYY 4 x 2,5 mm² per m'",3,MAT,262200,32913,+229287,357,6204
XIII.14,"Pemasangan Jet Washer / Jet Shower per buah",1,MAT,335162,335000,+162,623,11142
XI.7,"Pemasangan Kabel NYY 4 x 2,5 mm² per m'",3,MATERIAL+OH,301500,37800,+263700,357,6204
XIII.14,"Pemasangan Jet Washer / Jet Shower per buah",2,MATERIAL+OH,385400,385200,+200,623,11142
XI.7,"Pemasangan Kabel NYY 4 x 2,5 mm² per m'",3,HARGA+OH,314400,50700,+263700,357,6204
XIII.14,"Pemasangan Jet Washer / Jet Shower per buah",3,HARGA+OH,477900,477700,+200,623,11142
XI.7,"Pemasangan Kabel NYY 4 x 2,5 mm² per m'",4,MAT,262200,32913,+229287,357,6204
XIII.20,"Pemasangan Shower + Tiang + Kran + Hand Shower ex Toto per buah",1,MAT,5174162,5174000,+162,629,11245
XI.7,"Pemasangan Kabel NYY 4 x 2,5 mm² per m'",4,MATERIAL+OH,301500,37800,+263700,357,6204
XIII.20,"Pemasangan Shower + Tiang + Kran + Hand Shower ex Toto per buah",2,MATERIAL+OH,5950200,5950100,+100,629,11245
XI.7,"Pemasangan Kabel NYY 4 x 2,5 mm² per m'",4,HARGA+OH,311400,47800,+263600,357,6204
XIII.20,"Pemasangan Shower + Tiang + Kran + Hand Shower ex Toto per buah",3,HARGA+OH,6042700,6042500,+200,629,11245
XI.105,"Pemasangan Air Terminal @1.000 mm per unit",3,JASA,89775,89774,+1,455,8053
XIII.21,"Pemasangan Hand Shower + Kran Set per buah",1,MAT,2167162,2167000,+162,630,11263
XI.106,"Pemasangan Base Air Terminal per unit",3,JASA,89775,89774,+1,456,8071
XIII.21,"Pemasangan Hand Shower + Kran Set per buah",2,MATERIAL+OH,2492200,2492000,+200,630,11263
XI.107,"Pemasangan DC Clip Non Metalic Clamp per unit",3,JASA,89775,89774,+1,457,8089
XIII.21,"Pemasangan Hand Shower + Kran Set per buah",3,HARGA+OH,2584700,2584500,+200,630,11263
XI.110,"Pemasangan Bimetallic Connector per unit",3,JASA,89775,89774,+1,460,8143
XIII.22,"Pemasangan Hand Shower ex Toto Set per buah",1,MAT,338162,338000,+162,631,11281
XI.111,"Pemasangan 5/8"" Rod Coupling per unit",3,JASA,89775,89774,+1,461,8161
XIII.22,"Pemasangan Hand Shower ex Toto Set per buah",2,MATERIAL+OH,388800,388700,+100,631,11281
XI.114,"Pemasangan Polymer Inspection Pit per unit",3,JASA,89775,89774,+1,464,8215
XIII.22,"Pemasangan Hand Shower ex Toto Set per buah",3,HARGA+OH,481300,481100,+200,631,11281
XI.119,"Pemasangan 15 x 500 mm Alumunium Air Rod per unit",3,JASA,89775,89774,+1,469,8305
XIII.70,"Pemasangan Pipa Air Limbah Jenis Pipa Tanah, DN. 6"" (150 mm) per m",1,MAT,309970,300000,+9970,679,12144
XI.120,"Pemasangan 15 x 500 mm Copper. Air Rod per unit",3,JASA,89775,89774,+1,470,8323
XIII.70,"Pemasangan Pipa Air Limbah Jenis Pipa Tanah, DN. 6"" (150 mm) per m",2,MATERIAL+OH,356400,345000,+11400,679,12144
XI.122,"Pemasangan 5/8"" x 1800 mm Extensible Copperbond Rod per buah",3,JASA,89775,89774,+1,472,8359
XIII.70,"Pemasangan Pipa Air Limbah Jenis Pipa Tanah, DN. 6"" (150 mm) per m",3,HARGA+OH,373400,362000,+11400,679,12144
XI.123,"Pemasangan 5/8"" Copperbond Rod per buah",3,JASA,89775,89774,+1,473,8377
XIII.71,"Pemasangan Pipa Air Limbah Jenis Pipa Tanah, DN. 8"" (200 mm) per m",1,MAT,424320,328000,+96320,680,12164
XI.124,"Pemasangan Grounding Rod Gip 1"" Panjang 1 m per buah",3,JASA,89775,89774,+1,474,8395
XIII.71,"Pemasangan Pipa Air Limbah Jenis Pipa Tanah, DN. 8"" (200 mm) per m",2,MATERIAL+OH,487900,377200,+110700,680,12164
XI.125,"Pemasangan Grounding Rod Gip 1"" Panjang 2 m per buah",3,JASA,89775,89774,+1,475,8413
XIII.71,"Pemasangan Pipa Air Limbah Jenis Pipa Tanah, DN. 8"" (200 mm) per m",3,HARGA+OH,510600,399800,+110800,680,12164
XI.126,"Pemasangan 1"" Rod Coupling per buah",3,JASA,89775,89774,+1,476,8431
XV.12,"Perkerasan Beton SC 3,8 Mpa (setara f'c 30 Mpa) secara Semi Mekanis per m3",1,MAT,2726387,2726386,+1,749,13369
XI.130,"Pemasangan Instalasi Kabel Tanam per titik",1,MAT,313508,319508,-6000,480,8505
XV.12,"Perkerasan Beton SC 3,8 Mpa (setara f'c 30 Mpa) secara Semi Mekanis per m3",2,HARGA+OH,3591900,3769700,-177800,749,13369
XI.130,"Pemasangan Instalasi Kabel Tanam per titik",1,MATERIAL+OH,360500,367400,-6900,480,8505
XV.12,"Perkerasan Beton SC 3,8 Mpa (setara f'c 30 Mpa) secara Semi Mekanis per m3",3,HARGA+OH,3601900,3773000,-171100,749,13369
XI.130,"Pemasangan Instalasi Kabel Tanam per titik",1,HARGA+OH,452500,459400,-6900,480,8505
XV.12,"Perkerasan Beton SC 3,8 Mpa (setara f'c 30 Mpa) secara Semi Mekanis per m3",4,HARGA+OH,3542000,3713200,-171200,749,13369
XI.130,"Pemasangan Instalasi Kabel Tanam per titik",2,MAT,313508,319508,-6000,480,8505
XV.13,"Perkerasan Beton SC 3,8 Mpa (setara f'c 30 Mpa) Menggunakan Ready Mixed per m3",4,MAT,2111025,2111024,+1,750,13400
XI.130,"Pemasangan Instalasi Kabel Tanam per titik",2,MATERIAL+OH,360500,367400,-6900,480,8505
XV.35,"Box Culvert 40x40x100 dengan lantai kerja f'c 10 Mpa per m'",3,JASA,186035,72790,+113245,772,13793
XI.130,"Pemasangan Instalasi Kabel Tanam per titik",2,HARGA+OH,455400,462300,-6900,480,8505
XV.35,"Box Culvert 40x40x100 dengan lantai kerja f'c 10 Mpa per m'",4,JASA+OH,195300,65100,+130200,772,13793
XI.130,"Pemasangan Instalasi Kabel Tanam per titik",3,MAT,313508,319508,-6000,480,8505
XV.36,"Box Culvert 50x50x100 dengan lantai kerja f'c 10 Mpa per m'",2,HARGA+OH,1849200,1459200,+390000,773,13811
XI.130,"Pemasangan Instalasi Kabel Tanam per titik",3,JASA,89775,89774,+1,480,8505
XV.36,"Box Culvert 50x50x100 dengan lantai kerja f'c 10 Mpa per m'",4,JASA,398523,59368,+339155,773,13811
XI.130,"Pemasangan Instalasi Kabel Tanam per titik",3,MATERIAL+OH,360500,367400,-6900,480,8505
XV.37,"Box Culvert 60x60x100 dengan lantai kerja f'c 10 Mpa per m'",2,JASA+OH,508900,88100,+420800,774,13829
XI.130,"Pemasangan Instalasi Kabel Tanam per titik",3,HARGA+OH,463700,470600,-6900,480,8505
XV.37,"Box Culvert 60x60x100 dengan lantai kerja f'c 10 Mpa per m'",3,HARGA+OH,2350800,1929900,+420900,774,13829
XI.130,"Pemasangan Instalasi Kabel Tanam per titik",4,MAT,313508,319508,-6000,480,8505
XV.38,"Box Culvert 80x80x100 dengan lantai kerja f'c 10 Mpa per m'",2,JASA,617819,147439,+470380,775,13847
XI.130,"Pemasangan Instalasi Kabel Tanam per titik",4,MATERIAL+OH,360500,367400,-6900,480,8505
XV.38,"Box Culvert 80x80x100 dengan lantai kerja f'c 10 Mpa per m'",3,JASA+OH,718900,178000,+540900,775,13847
XI.130,"Pemasangan Instalasi Kabel Tanam per titik",4,HARGA+OH,440100,447000,-6900,480,8505
XV.38,"Box Culvert 80x80x100 dengan lantai kerja f'c 10 Mpa per m'",4,HARGA+OH,3759600,3218600,+541000,775,13847
XI.131,"Pemasangan Instalasi Lampu (Kabel LSOH) per titik",1,MAT,313508,319508,-6000,481,8532
XV.39,"Box Culvert 100x100x100 dengan lantai kerja f'c 10 Mpa per m'",3,JASA,886579,219579,+667000,776,13865
XI.131,"Pemasangan Instalasi Lampu (Kabel LSOH) per titik",1,MATERIAL+OH,360500,367400,-6900,481,8532
XV.39,"Box Culvert 100x100x100 dengan lantai kerja f'c 10 Mpa per m'",4,JASA+OH,967300,200300,+767000,776,13865
XI.131,"Pemasangan Instalasi Lampu (Kabel LSOH) per titik",1,HARGA+OH,452500,459400,-6900,481,8532
XV.40,"Box Culvert 150x150x100 dengan lantai kerja f'c 10 Mpa per m'",2,HARGA+OH,5458300,4591700,+866600,777,13883
XI.131,"Pemasangan Instalasi Lampu (Kabel LSOH) per titik",2,MAT,313508,319508,-6000,481,8532
XV.40,"Box Culvert 150x150x100 dengan lantai kerja f'c 10 Mpa per m'",4,JASA,950406,196841,+753565,777,13883
XI.131,"Pemasangan Instalasi Lampu (Kabel LSOH) per titik",2,MATERIAL+OH,360500,367400,-6900,481,8532
XV.41,"Box Culvert 200x200x100 dengan lantai kerja f'c 10 Mpa per m'",2,JASA+OH,1561000,535200,+1025800,778,13901
XI.131,"Pemasangan Instalasi Lampu (Kabel LSOH) per titik",2,HARGA+OH,455400,462300,-6900,481,8532
XV.41,"Box Culvert 200x200x100 dengan lantai kerja f'c 10 Mpa per m'",3,HARGA+OH,6368900,5343100,+1025800,778,13901
XI.131,"Pemasangan Instalasi Lampu (Kabel LSOH) per titik",3,MAT,313508,319508,-6000,481,8532
XVI.14,"Pasang AC Existing 1/2 - 2 PK per Unit",1,MAT,2606266,1902766,+703500,795,14124
XI.131,"Pemasangan Instalasi Lampu (Kabel LSOH) per titik",3,JASA,89775,89774,+1,481,8532
XVI.14,"Pasang AC Existing 1/2 - 2 PK per Unit",2,MATERIAL+OH,2997200,2188100,+809100,795,14124
XI.131,"Pemasangan Instalasi Lampu (Kabel LSOH) per titik",3,MATERIAL+OH,360500,367400,-6900,481,8532
XVI.14,"Pasang AC Existing 1/2 - 2 PK per Unit",3,HARGA+OH,3538300,2729300,+809000,795,14124
XI.131,"Pemasangan Instalasi Lampu (Kabel LSOH) per titik",3,HARGA+OH,463700,470600,-6900,481,8532
XVI.15,"Pasang AC Baru 1/2 - 2 PK per Unit",1,MAT,1987100,1283600,+703500,796,14146
XI.131,"Pemasangan Instalasi Lampu (Kabel LSOH) per titik",4,MAT,313508,319508,-6000,481,8532
XVI.15,"Pasang AC Baru 1/2 - 2 PK per Unit",2,MATERIAL+OH,2285100,1476100,+809000,796,14146
XI.131,"Pemasangan Instalasi Lampu (Kabel LSOH) per titik",4,MATERIAL+OH,360500,367400,-6900,481,8532
XVI.15,"Pasang AC Baru 1/2 - 2 PK per Unit",3,HARGA+OH,2763000,1954000,+809000,796,14146
XI.131,"Pemasangan Instalasi Lampu (Kabel LSOH) per titik",4,HARGA+OH,440100,447000,-6900,481,8532
XVI.27,"Pagar Kawat Harmonika Rangka Besi Siku per m2",1,MAT,165593,0,+165593,808,14373
XI.152,"Pemasangan Instalasi Lampu Luar/Taman (dengan Kabel NYFGBY) per titik",3,JASA,89775,89774,+1,502,8930
XVI.27,"Pagar Kawat Harmonika Rangka Besi Siku per m2",1,HARGA+OH,327100,0,+327100,808,14373
XI.153,"Pemasangan Instalasi Lampu Luar/Taman (dengan Kabel NYY) per titik",3,JASA,89775,89774,+1,503,8951
